"subscription_length","vehicle_age","customer_age","region_density","airbags","displacement","cylinder","turning_radius","length","width","gross_weight","ncap_rating"
7.3,2.4,47,8794,2,1197,4,4.8,3845,1735,1335,2
7.9,3,39,8794,2,1197,4,4.8,3845,1735,1335,2
3.9,0,58,34738,6,1493,4,5.2,4300,1790,1720,3
11.5,0.8,48,8794,6,1493,4,5.2,4300,1790,1720,3
10.1,0.4,47,4076,2,796,3,4.6,3445,1515,1185,0
2.7,0,39,34738,2,1497,4,5,3990,1755,1490,5
12.1,2.2,49,7788,6,1493,4,5.2,4300,1790,1720,3
3.2,0.8,53,27742,2,796,3,4.6,3445,1515,1185,0
11.7,2.2,38,27003,6,1493,4,5.2,4300,1790,1720,3
1.4,0.6,38,27003,2,796,3,4.6,3445,1515,1185,0
0.3,0.6,40,73430,2,796,3,4.6,3445,1515,1185,0
8.7,0.6,48,34738,2,796,3,4.6,3445,1515,1185,0
1.2,0.2,41,8794,6,1197,4,4.85,3990,1745,1410,0
1,2.4,45,73430,2,1498,4,4.9,3995,1695,1051,4
10.2,2.4,61,34738,6,1197,4,4.85,3990,1745,1410,0
10.6,0.4,42,6108,2,1498,4,4.9,3995,1695,1051,4
12.2,1,57,6108,2,998,3,4.7,3655,1620,1340,2
7.6,1.8,45,4076,2,999,3,5,3731,1579,1155,2
12.5,0.6,45,7788,1,1196,4,4.5,3675,1475,1510,0
4.3,0,37,34738,2,796,3,4.6,3445,1515,1185,0
7.2,1,45,27742,2,1498,4,4.9,3995,1695,1051,4
10.6,0.8,53,8794,2,1197,4,4.8,3845,1735,1335,2
9.9,0,42,27742,2,1197,4,4.8,3845,1735,1335,2
4.7,3.2,54,8794,2,1197,4,4.8,3845,1735,1335,2
1.4,1.4,38,8794,6,1493,4,5.2,4300,1790,1720,3
6.4,0,48,27003,2,1197,4,4.8,3995,1735,1335,2
9.9,0.8,47,17804,2,796,3,4.6,3445,1515,1185,0
3.1,0,51,17804,2,796,3,4.6,3445,1515,1185,0
0.4,1.4,50,290,2,796,3,4.6,3445,1515,1185,0
3.3,3.2,35,5410,6,1197,4,4.85,3990,1745,1410,0
0.9,1.6,40,6112,2,796,3,4.6,3445,1515,1185,0
6.6,2,47,34791,2,1497,4,5,3990,1755,1490,5
8.2,0.8,40,73430,2,796,3,4.6,3445,1515,1185,0
7.1,1,54,27003,2,796,3,4.6,3445,1515,1185,0
0.8,2,40,13051,2,1197,4,4.8,3845,1735,1335,2
12,2.8,40,8794,6,1197,4,4.85,3990,1745,1410,0
4.7,0,45,7788,6,1493,4,5.2,4300,1790,1720,3
11.6,1,44,27003,6,1493,4,5.2,4300,1790,1720,3
5.2,0.4,55,17804,6,1197,4,4.85,3990,1745,1410,0
4.3,2.8,41,17804,2,998,3,4.7,3655,1620,1340,2
1.5,0.6,40,5410,6,1493,4,5.2,4300,1790,1720,3
1.2,0,35,16206,2,796,3,4.6,3445,1515,1185,0
11.9,1.8,62,8794,6,1493,4,5.2,4300,1790,1720,3
10.8,1,53,8794,6,1493,4,5.2,4300,1790,1720,3
12.4,2.2,37,8794,2,1197,4,4.8,3845,1735,1335,2
7.1,0.4,40,4076,2,796,3,4.6,3445,1515,1185,0
4.1,2,45,4076,2,796,3,4.6,3445,1515,1185,0
10.3,2.4,43,34738,2,1197,4,4.8,3845,1735,1335,2
5.6,0,49,27003,2,796,3,4.6,3445,1515,1185,0
4.5,0,45,17804,6,1493,4,5.2,4300,1790,1720,3
10.2,3.6,37,17804,2,1197,4,4.8,3845,1735,1335,2
6.9,2.6,44,6112,2,998,3,4.7,3655,1620,1340,2
3.9,0.2,55,34738,2,796,3,4.6,3445,1515,1185,0
0.8,3.8,36,8794,6,1493,4,5.2,4300,1790,1720,3
0.4,0.6,36,17804,6,1197,4,4.85,3990,1745,1410,0
10.9,2,60,8794,6,1493,4,5.2,4300,1790,1720,3
5.2,0.6,47,21622,2,796,3,4.6,3445,1515,1185,0
11.8,0.6,39,8794,2,998,3,4.7,3655,1620,1340,2
7.7,2,37,8794,6,1493,4,5.2,4300,1790,1720,3
8.8,0.2,52,34738,2,796,3,4.6,3445,1515,1185,0
10.9,2.2,40,17804,6,1493,4,5.2,4300,1790,1720,3
1.5,1.4,50,73430,6,1493,4,5.2,4300,1790,1720,3
7.8,0.6,52,7788,6,1493,4,5.2,4300,1790,1720,3
3,3,38,13051,2,1197,4,4.8,3995,1735,1335,2
2.9,1.6,39,73430,2,1497,4,5,3990,1755,1490,5
2.6,0.6,43,17804,6,1197,4,4.85,3990,1745,1410,0
11.7,2.2,49,8794,2,1197,4,4.8,3845,1735,1335,2
6.1,0.8,40,34738,1,1196,4,4.5,3675,1475,1510,0
1.7,3.6,35,8794,2,1197,4,4.8,3845,1735,1335,2
1.5,0.6,37,6108,2,1197,4,4.8,3845,1735,1335,2
6.2,0.4,58,7788,2,998,3,4.7,3655,1620,1340,2
11.4,0.6,40,7788,6,1493,4,5.2,4300,1790,1720,3
2.9,2.4,39,21622,2,1197,4,4.8,3845,1735,1335,2
11.5,1.2,49,27003,2,1197,4,4.8,3845,1735,1335,2
3.7,2.2,50,8794,6,1493,4,5.2,4300,1790,1720,3
10.9,1.6,41,4076,2,998,3,4.7,3655,1620,1340,2
0.8,0,49,34738,2,796,3,4.6,3445,1515,1185,0
1.3,0,43,27003,2,796,3,4.6,3445,1515,1185,0
1.6,1.8,49,6112,2,1197,4,4.8,3845,1735,1335,2
12.1,2.2,40,34738,6,1197,4,4.85,3990,1745,1410,0
1.8,0.8,45,73430,2,796,3,4.6,3445,1515,1185,0
8.3,2.6,43,34738,2,1197,4,4.8,3845,1735,1335,2
3,0.8,52,34738,2,1197,4,4.8,3845,1735,1335,2
11.5,2.2,44,5410,2,1498,4,4.9,3995,1695,1051,4
10.7,2.8,45,5410,2,998,3,4.7,3655,1620,1340,2
9.4,0.4,35,4990,2,796,3,4.6,3445,1515,1185,0
7.6,0,44,34738,2,796,3,4.6,3445,1515,1185,0
1.4,0.8,66,8794,2,1197,4,4.8,3845,1735,1335,2
10.5,2,38,4076,2,1498,4,4.9,3995,1695,1051,4
10.9,1.6,61,6108,6,1197,4,4.85,3990,1745,1410,0
1.6,0.8,37,4076,2,796,3,4.6,3445,1515,1185,0
1.3,0.8,49,8794,6,1493,4,5.2,4300,1790,1720,3
4.2,0.4,40,17804,6,1493,4,5.2,4300,1790,1720,3
1.6,3.2,49,8794,6,1493,4,5.2,4300,1790,1720,3
11.9,1.8,41,8794,2,1197,4,4.8,3845,1735,1335,2
3.4,2.4,43,8794,6,1493,4,5.2,4300,1790,1720,3
11.4,4,37,7788,2,1497,4,5,3990,1755,1490,5
9.2,2.6,36,8794,6,1493,4,5.2,4300,1790,1720,3
11.8,2.2,45,6112,6,1493,4,5.2,4300,1790,1720,3
0.2,0,40,16206,2,796,3,4.6,3445,1515,1185,0
11.9,0.6,54,6112,6,1493,4,5.2,4300,1790,1720,3
4.3,0.4,36,5410,2,998,3,4.7,3655,1620,1340,2
1.1,0,42,27003,2,796,3,4.6,3445,1515,1185,0
5.3,1.6,39,4076,1,1196,4,4.5,3675,1475,1510,0
1.9,0.2,47,4076,2,796,3,4.6,3445,1515,1185,0
1.7,0,48,4076,2,796,3,4.6,3445,1515,1185,0
12.4,0.2,50,34738,6,1493,4,5.2,4300,1790,1720,3
6,3.2,46,73430,6,1493,4,5.2,4300,1790,1720,3
11.1,2,49,6108,2,1197,4,4.8,3845,1735,1335,2
7.6,0.6,37,17804,2,796,3,4.6,3445,1515,1185,0
0.8,2.8,42,73430,2,1498,4,4.9,3995,1695,1051,4
8,0.4,36,5410,2,1497,4,5,3990,1755,1490,5
11.2,2,53,8794,6,1493,4,5.2,4300,1790,1720,3
0.4,1.4,37,8794,6,1197,4,4.85,3990,1745,1410,0
10.1,1.4,41,7788,2,1197,4,4.8,3845,1735,1335,2
2.3,2,57,27003,2,1197,4,4.8,3845,1735,1335,2
2.1,2.2,40,73430,6,1197,4,4.85,3990,1745,1410,0
11.2,1.2,50,27003,2,1197,4,4.8,3845,1735,1335,2
4.1,2.4,48,27003,2,1498,4,4.9,3995,1695,1051,4
1.5,2,36,8794,6,1493,4,5.2,4300,1790,1720,3
4.2,0.6,44,7788,2,1197,4,4.8,3845,1735,1335,2
1.6,1.4,49,6112,2,1197,4,4.8,3845,1735,1335,2
11.9,2.4,39,8794,2,1197,4,4.8,3845,1735,1335,2
7.4,0.8,50,34738,6,1197,4,4.85,3990,1745,1410,0
1.1,0.8,36,4076,2,998,3,4.7,3655,1620,1340,2
6.3,2.6,40,5410,2,1197,4,4.8,3845,1735,1335,2
10.3,0.4,41,8794,2,1197,4,4.8,3845,1735,1335,2
10.3,2.8,58,8794,6,1493,4,5.2,4300,1790,1720,3
10.1,3.2,51,8794,6,1493,4,5.2,4300,1790,1720,3
6.2,0.2,56,290,2,796,3,4.6,3445,1515,1185,0
9.2,2,36,4076,2,1197,4,4.8,3845,1735,1335,2
10.5,0.8,53,8794,2,1197,4,4.8,3845,1735,1335,2
6.7,2.8,42,8794,6,1493,4,5.2,4300,1790,1720,3
1,0.6,39,4076,2,796,3,4.6,3445,1515,1185,0
12.5,1.2,48,34791,2,1197,4,4.8,3995,1735,1335,2
3.7,0.2,48,4076,2,796,3,4.6,3445,1515,1185,0
1.3,0.8,36,8794,2,796,3,4.6,3445,1515,1185,0
2.1,0.4,60,73430,2,796,3,4.6,3445,1515,1185,0
10.3,0.4,45,8794,6,1493,4,5.2,4300,1790,1720,3
5.2,0.4,37,4076,2,796,3,4.6,3445,1515,1185,0
4.5,0,41,73430,2,796,3,4.6,3445,1515,1185,0
8.4,3,48,8794,2,1197,4,4.8,3845,1735,1335,2
0.6,1.2,41,4076,2,998,3,4.7,3655,1620,1340,2
3.4,1,48,17804,2,999,3,5,3731,1579,1155,2
1,1.2,56,27003,2,1197,4,4.8,3845,1735,1335,2
0.8,0.2,50,34738,2,796,3,4.6,3445,1515,1185,0
0.4,0.2,37,17804,2,796,3,4.6,3445,1515,1185,0
1.8,0.6,43,4076,2,796,3,4.6,3445,1515,1185,0
3,0.8,57,6108,2,796,3,4.6,3445,1515,1185,0
2.3,1.8,39,7788,2,796,3,4.6,3445,1515,1185,0
7.6,1.4,47,8794,6,1493,4,5.2,4300,1790,1720,3
5.9,0.2,44,4076,2,796,3,4.6,3445,1515,1185,0
11.8,3.8,48,8794,2,1197,4,4.8,3845,1735,1335,2
1,2.6,40,27003,2,999,3,5,3731,1579,1155,2
4.1,2.8,39,5410,2,1197,4,4.8,3845,1735,1335,2
12.5,3.4,61,8794,6,1493,4,5.2,4300,1790,1720,3
2,0,38,34738,2,998,3,4.7,3655,1620,1340,2
10.8,0.6,41,27742,2,1498,4,4.9,3995,1695,1051,4
0.8,0,41,5410,2,796,3,4.6,3445,1515,1185,0
2.3,0.8,48,27003,2,796,3,4.6,3445,1515,1185,0
1.1,2.2,41,73430,2,1197,4,4.8,3845,1735,1335,2
8,0,39,7788,2,1197,4,4.8,3845,1735,1335,2
0.6,0.4,49,13051,2,796,3,4.6,3445,1515,1185,0
4.9,3,35,27003,2,998,3,4.7,3655,1620,1340,2
12.2,3.2,56,6108,2,1197,4,4.8,3845,1735,1335,2
11.2,0.6,44,8794,6,1493,4,5.2,4300,1790,1720,3
7.9,0.6,42,8794,6,1493,4,5.2,4300,1790,1720,3
3.5,1.2,45,16206,2,796,3,4.6,3445,1515,1185,0
5,2.8,40,27003,2,1197,4,4.8,3845,1735,1335,2
0.7,0,36,6112,2,796,3,4.6,3445,1515,1185,0
2.8,3,40,8794,6,1493,4,5.2,4300,1790,1720,3
10.8,3.4,57,6108,1,1196,4,4.5,3675,1475,1510,0
9.2,1.4,43,4076,6,1493,4,5.2,4300,1790,1720,3
4,1,44,4076,2,796,3,4.6,3445,1515,1185,0
4.4,0.2,40,8794,2,796,3,4.6,3445,1515,1185,0
11.8,3,37,8794,2,998,3,4.7,3655,1620,1340,2
12.1,2.4,36,8794,2,1197,4,4.8,3845,1735,1335,2
2.4,0.2,48,34738,2,998,3,4.7,3655,1620,1340,2
0.3,0.2,40,35036,2,796,3,4.6,3445,1515,1185,0
0.5,1.2,49,73430,6,1493,4,5.2,4300,1790,1720,3
2.5,1.2,44,27003,2,1197,4,4.8,3845,1735,1335,2
5.1,0.4,56,6112,2,796,3,4.6,3445,1515,1185,0
1,1,36,27003,6,1493,4,5.2,4300,1790,1720,3
11.2,2.4,53,6108,2,1197,4,4.8,3845,1735,1335,2
6.3,1.8,36,5410,6,1493,4,5.2,4300,1790,1720,3
2.1,1.8,37,6112,2,796,3,4.6,3445,1515,1185,0
4.9,0.2,48,8794,2,1498,4,4.9,3995,1695,1051,4
4.1,0.6,39,34738,6,1493,4,5.2,4300,1790,1720,3
4.9,0.4,52,8794,6,1493,4,5.2,4300,1790,1720,3
8.5,1.4,43,34738,2,796,3,4.6,3445,1515,1185,0
0.3,2.4,48,34791,2,998,3,4.7,3655,1620,1340,2
3.9,0.4,54,4076,6,1493,4,5.2,4300,1790,1720,3
2.2,1,48,4990,6,1493,4,5.2,4300,1790,1720,3
0.9,0.4,36,34738,2,1197,4,4.8,3845,1735,1335,2
10.9,1.4,61,73430,2,1197,4,4.8,3845,1735,1335,2
5.9,2.2,38,8794,2,1197,4,4.8,3845,1735,1335,2
6.8,0.4,41,17804,2,796,3,4.6,3445,1515,1185,0
11.2,0.8,40,4076,2,796,3,4.6,3445,1515,1185,0
0.7,0,44,13051,2,998,3,4.7,3655,1620,1340,2
10.8,1,42,34738,2,1497,4,5,3990,1755,1490,5
12.4,1.4,39,8794,6,1493,4,5.2,4300,1790,1720,3
10.6,1.8,47,27003,2,1497,4,5,3990,1755,1490,5
11.8,1.2,45,8794,6,1493,4,5.2,4300,1790,1720,3
6,0.6,37,27003,6,1493,4,5.2,4300,1790,1720,3
0.9,3.2,47,34738,6,1493,4,5.2,4300,1790,1720,3
8.7,1.8,45,8794,6,1493,4,5.2,4300,1790,1720,3
3.7,3.2,49,7788,2,1197,4,4.8,3845,1735,1335,2
1.9,0.2,35,21622,2,796,3,4.6,3445,1515,1185,0
0.8,1.2,41,34738,2,796,3,4.6,3445,1515,1185,0
10.1,1.4,52,8794,6,1493,4,5.2,4300,1790,1720,3
10.1,1.2,46,5410,6,1493,4,5.2,4300,1790,1720,3
6.7,1.4,38,3264,2,796,3,4.6,3445,1515,1185,0
1.7,0.4,39,17804,2,796,3,4.6,3445,1515,1185,0
1.7,1,37,34791,2,1197,4,4.8,3845,1735,1335,2
1,1,47,13051,2,998,3,4.7,3655,1620,1340,2
4.6,3,47,27003,2,998,3,4.7,3655,1620,1340,2
8.3,0.8,45,73430,2,796,3,4.6,3445,1515,1185,0
7,0,42,17804,2,796,3,4.6,3445,1515,1185,0
1.5,0.2,54,34738,2,796,3,4.6,3445,1515,1185,0
2.2,0.4,39,4990,2,796,3,4.6,3445,1515,1185,0
1.8,0,56,21622,2,796,3,4.6,3445,1515,1185,0
12,0.8,41,34738,2,1197,4,4.8,3845,1735,1335,2
3.9,2.6,47,7788,6,1493,4,5.2,4300,1790,1720,3
0.9,0.2,38,290,6,1493,4,5.2,4300,1790,1720,3
6.3,0,52,21622,2,796,3,4.6,3445,1515,1185,0
10.7,2.6,51,7788,2,1498,4,4.9,3995,1695,1051,4
4.1,0.2,42,5410,6,1493,4,5.2,4300,1790,1720,3
11.4,1,48,27003,2,1197,4,4.8,3845,1735,1335,2
8.6,0.4,52,6112,2,796,3,4.6,3445,1515,1185,0
10.4,0,45,4076,2,796,3,4.6,3445,1515,1185,0
0.7,0.4,35,4076,6,1493,4,5.2,4300,1790,1720,3
6.6,1.8,41,27003,6,1493,4,5.2,4300,1790,1720,3
10.9,2.6,58,8794,2,796,3,4.6,3445,1515,1185,0
2.4,3,50,73430,6,1493,4,5.2,4300,1790,1720,3
6.1,0.6,39,73430,2,1199,3,5.1,3993,1811,1660,5
5.6,0,44,8794,6,1493,4,5.2,4300,1790,1720,3
5.5,0.4,39,4076,2,1197,4,4.8,3845,1735,1335,2
10.1,3.2,41,7788,2,998,3,4.7,3655,1620,1340,2
4.5,2.6,41,8794,2,1197,4,4.8,3845,1735,1335,2
8.9,0.4,45,6108,2,796,3,4.6,3445,1515,1185,0
0.8,0.2,45,8794,2,1197,4,4.8,3845,1735,1335,2
11.5,2.2,40,27003,2,1497,4,5,3990,1755,1490,5
2.4,2,48,27003,2,999,3,5,3731,1579,1155,2
10.1,3.2,43,5410,2,998,3,4.7,3655,1620,1340,2
0.6,0,39,73430,2,796,3,4.6,3445,1515,1185,0
0.3,0,60,73430,2,796,3,4.6,3445,1515,1185,0
11,2.2,35,4076,2,1197,4,4.8,3845,1735,1335,2
3.1,0.2,63,4076,2,796,3,4.6,3445,1515,1185,0
11.3,2.8,35,27003,6,1493,4,5.2,4300,1790,1720,3
1.3,0.2,57,4990,2,796,3,4.6,3445,1515,1185,0
9.9,0.2,62,17804,2,796,3,4.6,3445,1515,1185,0
11.2,0.8,45,7788,2,1197,4,4.8,3845,1735,1335,2
0.1,0,40,17804,2,999,3,5,3731,1579,1155,2
10,0.4,41,8794,2,1497,4,5,3990,1755,1490,5
3.5,1.4,56,8794,2,1197,4,4.8,3845,1735,1335,2
0.9,2.8,41,34738,2,998,3,4.7,3655,1620,1340,2
4.7,0.2,40,34738,2,1197,4,4.8,3845,1735,1335,2
5.6,1.6,39,8794,6,1493,4,5.2,4300,1790,1720,3
10.1,2.6,36,5410,6,1493,4,5.2,4300,1790,1720,3
0.9,1,40,290,2,796,3,4.6,3445,1515,1185,0
11,0.2,44,6112,2,796,3,4.6,3445,1515,1185,0
10.2,0.4,44,73430,2,796,3,4.6,3445,1515,1185,0
1.6,0,39,27003,2,1197,4,4.8,3845,1735,1335,2
1.9,0.4,36,27003,6,1493,4,5.2,4300,1790,1720,3
3.1,2.2,36,8794,6,1493,4,5.2,4300,1790,1720,3
11.7,0.8,44,6112,2,1197,4,4.8,3845,1735,1335,2
6,1.6,37,27003,6,1197,4,4.85,3990,1745,1410,0
7.9,1,48,6108,2,796,3,4.6,3445,1515,1185,0
1,0.6,40,73430,2,998,3,4.7,3655,1620,1340,2
1.7,0.6,49,73430,6,1493,4,5.2,4300,1790,1720,3
0.8,0.8,38,4076,6,1493,4,5.2,4300,1790,1720,3
1.5,0.2,47,4990,2,796,3,4.6,3445,1515,1185,0
11.9,1.4,54,8794,2,1197,4,4.8,3845,1735,1335,2
5.8,1.6,50,34738,6,1493,4,5.2,4300,1790,1720,3
0,0.6,35,73430,2,1498,4,4.9,3995,1695,1051,4
0.2,3.2,44,27003,6,1493,4,5.2,4300,1790,1720,3
10.7,2,48,34791,2,1197,4,4.8,3845,1735,1335,2
7.3,0.2,48,6108,2,796,3,4.6,3445,1515,1185,0
10.5,1.2,51,7788,2,1197,4,4.8,3845,1735,1335,2
0.5,2.4,39,27003,6,1493,4,5.2,4300,1790,1720,3
3.7,1.4,38,34738,2,1197,4,4.8,3845,1735,1335,2
3.6,0.2,45,290,2,796,3,4.6,3445,1515,1185,0
12.2,1,35,8794,2,1197,4,4.8,3845,1735,1335,2
3.3,3.2,41,27003,2,1197,4,4.8,3995,1735,1335,2
6.3,0.4,45,5410,2,796,3,4.6,3445,1515,1185,0
1,2.2,40,73430,2,1498,4,4.9,3995,1695,1051,4
5.7,0.4,35,34738,6,1493,4,5.2,4300,1790,1720,3
10.9,3,64,34738,2,1197,4,4.8,3845,1735,1335,2
0.9,0.2,43,34738,2,796,3,4.6,3445,1515,1185,0
1.9,1.2,40,34738,6,1493,4,5.2,4300,1790,1720,3
11.9,2,40,6108,2,1197,4,4.8,3995,1735,1335,2
5.6,2.8,43,73430,2,998,3,4.7,3655,1620,1340,2
1,0.8,45,8794,6,1493,4,5.2,4300,1790,1720,3
3.5,1,41,34738,2,999,3,5,3731,1579,1155,2
0.6,0,44,27003,2,796,3,4.6,3445,1515,1185,0
10.3,0.8,46,13051,2,1197,4,4.8,3845,1735,1335,2
1.1,0,40,4076,2,796,3,4.6,3445,1515,1185,0
11.2,3.4,40,8794,2,999,3,5,3731,1579,1155,2
6.8,0.2,47,27003,2,796,3,4.6,3445,1515,1185,0
0.3,2,40,4076,2,796,3,4.6,3445,1515,1185,0
11.1,3.4,57,8794,2,1498,4,4.9,3995,1695,1051,4
9,0.4,49,3264,2,796,3,4.6,3445,1515,1185,0
1.1,2,44,27003,2,1197,4,4.8,3845,1735,1335,2
10.1,1.8,36,8794,6,1493,4,5.2,4300,1790,1720,3
3.8,1,40,7788,6,1197,4,4.85,3990,1745,1410,0
5.1,1,42,8794,2,999,3,5,3731,1579,1155,2
2.5,1.6,39,34738,2,1197,4,4.8,3845,1735,1335,2
11.6,1,58,8794,2,1197,4,4.8,3845,1735,1335,2
10.9,2.2,38,34738,2,1197,4,4.8,3845,1735,1335,2
10.3,0.2,48,4076,2,796,3,4.6,3445,1515,1185,0
2.9,0,53,8794,2,796,3,4.6,3445,1515,1185,0
11.2,5.6,58,6108,2,1197,4,4.8,3845,1735,1335,2
0.9,0.2,41,290,6,1493,4,5.2,4300,1790,1720,3
12.2,2.6,49,5410,6,1493,4,5.2,4300,1790,1720,3
12.5,3,37,7788,6,1493,4,5.2,4300,1790,1720,3
0.5,0,60,34738,2,796,3,4.6,3445,1515,1185,0
5.3,0,39,4076,2,796,3,4.6,3445,1515,1185,0
6.8,1.6,42,73430,6,1493,4,5.2,4300,1790,1720,3
2.8,2,35,7788,6,1197,4,4.85,3990,1745,1410,0
6.5,0.6,38,8794,6,1197,4,4.85,3990,1745,1410,0
0.8,2.8,40,65567,2,1197,4,4.8,3845,1735,1335,2
4.9,1,42,34791,6,1493,4,5.2,4300,1790,1720,3
1.1,2,43,8794,6,1493,4,5.2,4300,1790,1720,3
10,0.4,52,4076,2,796,3,4.6,3445,1515,1185,0
10.2,3.4,42,21622,2,1197,4,4.8,3845,1735,1335,2
0.1,1.8,64,73430,2,796,3,4.6,3445,1515,1185,0
0.6,2.2,36,4076,2,1197,4,4.8,3845,1735,1335,2
5.8,0.4,42,8794,6,1493,4,5.2,4300,1790,1720,3
8.5,0.6,52,17804,2,796,3,4.6,3445,1515,1185,0
11.7,3.8,40,5410,2,998,3,4.7,3655,1620,1340,2
3.4,2,50,27003,2,1197,4,4.8,3845,1735,1335,2
3,0.8,38,5410,6,1493,4,5.2,4300,1790,1720,3
11.4,1.2,46,4076,6,1197,4,4.85,3990,1745,1410,0
11.1,3.4,40,17804,2,1199,3,5.1,3993,1811,1660,5
2.6,0,53,4076,2,796,3,4.6,3445,1515,1185,0
4.4,2.4,40,8794,6,1493,4,5.2,4300,1790,1720,3
0.9,0.2,44,4076,2,1197,4,4.8,3845,1735,1335,2
4.5,1.6,37,16733,6,1197,4,4.85,3990,1745,1410,0
6.5,1.2,53,290,2,796,3,4.6,3445,1515,1185,0
1.8,0,50,4076,2,796,3,4.6,3445,1515,1185,0
11.6,0.6,51,7788,2,796,3,4.6,3445,1515,1185,0
10.5,0.4,52,34738,2,1498,4,4.9,3995,1695,1051,4
8,1.4,45,27003,2,796,3,4.6,3445,1515,1185,0
6,2,41,8794,2,998,3,4.7,3655,1620,1340,2
1.3,0,41,5410,2,796,3,4.6,3445,1515,1185,0
10.4,0.8,57,8794,2,998,3,4.7,3655,1620,1340,2
5.4,0,35,6108,2,1197,4,4.8,3845,1735,1335,2
2.5,2,43,27003,6,1493,4,5.2,4300,1790,1720,3
4.3,1.8,37,65567,2,998,3,4.7,3655,1620,1340,2
11.3,1.4,37,5410,6,1493,4,5.2,4300,1790,1720,3
7.7,0.2,40,16733,2,796,3,4.6,3445,1515,1185,0
10.4,1.4,45,27003,6,1493,4,5.2,4300,1790,1720,3
5.1,1.2,54,8794,2,1197,4,4.8,3845,1735,1335,2
2.8,2.6,37,34738,6,1493,4,5.2,4300,1790,1720,3
7.7,0,61,4076,2,1197,4,4.8,3845,1735,1335,2
10.6,1.4,36,8794,6,1197,4,4.85,3990,1745,1410,0
7.6,0.4,36,4076,2,796,3,4.6,3445,1515,1185,0
11,0.4,47,34791,2,1197,4,4.8,3845,1735,1335,2
1.9,1.4,52,8794,6,1493,4,5.2,4300,1790,1720,3
2.8,0.8,37,17804,2,796,3,4.6,3445,1515,1185,0
10.8,0.4,35,27742,6,1493,4,5.2,4300,1790,1720,3
0.8,0,39,27003,2,796,3,4.6,3445,1515,1185,0
11.3,3,52,8794,2,1197,4,4.8,3845,1735,1335,2
0.7,0,50,17804,2,796,3,4.6,3445,1515,1185,0
4.7,2.8,44,7788,2,1197,4,4.8,3845,1735,1335,2
2.4,0.2,40,73430,2,796,3,4.6,3445,1515,1185,0
4.4,2.6,43,4076,1,1196,4,4.5,3675,1475,1510,0
10.8,0.4,61,7788,2,1498,4,4.9,3995,1695,1051,4
6.2,3,53,8794,2,1197,4,4.8,3845,1735,1335,2
7.3,1.2,48,73430,2,1197,4,4.8,3845,1735,1335,2
6.3,0.4,41,27003,2,796,3,4.6,3445,1515,1185,0
11.1,2.8,47,8794,2,1197,4,4.8,3845,1735,1335,2
7.7,0.2,44,4076,2,796,3,4.6,3445,1515,1185,0
11.2,1,44,8794,2,1197,4,4.8,3845,1735,1335,2
3.8,3,35,27003,6,1493,4,5.2,4300,1790,1720,3
1,0.4,50,34738,2,796,3,4.6,3445,1515,1185,0
4.1,0.2,44,4076,2,796,3,4.6,3445,1515,1185,0
8.3,0,40,34791,2,796,3,4.6,3445,1515,1185,0
6.1,1.4,36,8794,2,1197,4,4.8,3845,1735,1335,2
0.9,0,45,5410,2,796,3,4.6,3445,1515,1185,0
6.9,0,40,27003,6,1493,4,5.2,4300,1790,1720,3
2,0.4,45,17804,2,796,3,4.6,3445,1515,1185,0
7.6,2.6,40,7788,2,1197,4,4.8,3845,1735,1335,2
8.5,2.6,45,8794,2,1498,4,4.9,3995,1695,1051,4
2.9,1.8,39,34738,2,796,3,4.6,3445,1515,1185,0
0.9,3.4,37,27003,2,1197,4,4.8,3845,1735,1335,2
0.6,0.2,38,6112,2,796,3,4.6,3445,1515,1185,0
12.3,1.8,41,34738,2,1498,4,4.9,3995,1695,1051,4
9.2,1.8,37,290,6,1493,4,5.2,4300,1790,1720,3
3.1,1.2,47,4076,2,796,3,4.6,3445,1515,1185,0
1.8,3,44,34738,2,1497,4,5,3990,1755,1490,5
5.7,2,40,21622,2,1197,4,4.8,3845,1735,1335,2
2.6,1.8,39,34738,2,1197,4,4.8,3845,1735,1335,2
0.8,0,49,34738,2,1498,4,4.9,3995,1695,1051,4
0.8,3,41,5410,6,1493,4,5.2,4300,1790,1720,3
7.6,1.4,40,5410,2,1197,4,4.8,3845,1735,1335,2
8,0,48,34738,2,796,3,4.6,3445,1515,1185,0
0.6,0.2,47,4076,2,796,3,4.6,3445,1515,1185,0
9.6,0.6,42,73430,2,796,3,4.6,3445,1515,1185,0
3,1,53,34738,2,796,3,4.6,3445,1515,1185,0
11.2,2.4,43,8794,2,1197,4,4.8,3845,1735,1335,2
6,2.8,41,8794,2,1197,4,4.8,3845,1735,1335,2
1.6,2.6,49,27003,6,1493,4,5.2,4300,1790,1720,3
0.1,2,37,8794,2,1197,4,4.8,3845,1735,1335,2
5.6,1.8,35,8794,2,1197,4,4.8,3845,1735,1335,2
6.9,1.4,44,8794,2,1197,4,4.8,3845,1735,1335,2
2.8,1.2,39,34738,6,1493,4,5.2,4300,1790,1720,3
5.4,0.6,39,17804,2,796,3,4.6,3445,1515,1185,0
8.9,0.8,50,4076,2,796,3,4.6,3445,1515,1185,0
3.6,1.2,41,8794,6,1493,4,5.2,4300,1790,1720,3
9.7,1.4,37,17804,2,796,3,4.6,3445,1515,1185,0
8.2,2,47,4076,2,998,3,4.7,3655,1620,1340,2
